"Name","FileName","StartFrame","EndFrame","FaceFreezeFrame","Speed","TransitionInMs","TransitionOutMs","AutoFadeMs","Looping","Priority"
"CannonGirlDefaultWin","clyde_win_anim.glb",,198,,,,,,,
"CannonGirlDefaultWinloop","clyde_win_anim.glb",134,200,,,,,,"TRUE",
"CannonGirlSmallDefaultAttack","bonnie_attack_anim.glb",1,22,,,150,150,10,,"spine_lower_s#4"
"CannonGirlSmallDefaultIdle","bonnie_idle_anim.glb",,68,,,100,100,,"TRUE",
"CannonGirlSmallDefaultLose","bonnie_idle_anim.glb",1,45,,,,,,,5
"CannonGirlSmallDefaultLoseloop","bonnie_idle_anim.glb",45,50,,,,,,"TRUE",1
"CannonGirlSmallDefaultLouchadorSecondary","bonnie_superfly_anim.glb",,60,,,100,100,,,5
"CannonGirlSmallDefaultMegSuper","bonnie_summonclyde_anim.glb",5,38,-1,,,,,,
"CannonGirlSmallDefaultMegSuperRecoil","bonnie_summonclyde_anim.glb",30,39,-1,,1000,1000,50,,
"CannonGirlSmallDefaultProfile","bonnie_idle_anim.glb",1,1,,,,,,"TRUE",5
"CannonGirlSmallDefaultPushback","leon_pushback.scw",1,34,,,100,100,100,,5
"CannonGirlSmallDefaultRecoil","bonnie_attack_anim.glb",1,2,,,1000,1000,10,,"spine_lower_s#4"
"CannonGirlSmallDefaultRecoil2","bonnie_attack_anim.glb",1,22,,,1500,1000,10,,"spine_lower_s#4"
"CannonGirlSmallDefaultReload","bonnie_idle_anim.glb",,-1,,,10000,10000,100,,"ChestBone#2"
"CannonGirlSmallDefaultWalk","bonnie_run_anim.glb",,215,,129,100,100,,"TRUE",1
"CannonGirlSmallDefaultWin","bonnie_idle_anim.glb",1,84,,,,10,100,,5
"CannonGirlSmallDefaultWinloop","bonnie_idle_anim.glb",84,111,,,10,,,"TRUE",1
"CannonGirlSmallVillainAttack","bonnie_attack_anim.glb",1,22,,,150,150,10,,"spine_lower_s#4"
"CannonGirlSmallVillainIdle","bonnie_idle_anim.glb",,68,,,100,100,,"TRUE",
"CannonGirlSmallVillainLose","bonnie_idle_anim.glb",1,45,,,,,,,5
"CannonGirlSmallVillainLoseloop","bonnie_idle_anim.glb",45,50,,,,,,"TRUE",1
"CannonGirlSmallVillainLouchadorSecondary","bonnie_superfly_anim.glb",,60,,,100,100,,,5
"CannonGirlSmallVillainMegSuper","bonnie_summonclyde_anim.glb",5,38,-1,,,,,"TRUE",
"CannonGirlSmallVillainMegSuperRecoil","bonnie_summonclyde_anim.glb",30,39,-1,,1000,1000,50,,
"CannonGirlSmallVillainProfile","bonnie_idle_anim.glb",1,1,,,,,,,5
"CannonGirlSmallVillainPushback","leon_pushback.scw",1,34,,,100,100,100,,5
"CannonGirlSmallVillainRecoil","bonnie_attack_anim.glb",1,2,,,1000,1000,10,,"spine_lower_s#4"
"CannonGirlSmallVillainRecoil2","bonnie_attack_anim.glb",1,22,,,1500,1000,10,,"spine_lower_s#4"
"CannonGirlSmallVillainReload","bonnie_idle_anim.glb",,1,,,500,500,100,,"ChestBone#2"
"CannonGirlSmallVillainWalk","bonnie_run_anim.glb",,215,,129,100,100,,"TRUE",1
"CannonGirlSmallVillainWin","bonnie_idle_anim.glb",1,84,,,,10,100,,5
"CannonGirlSmallVillainWinloop","bonnie_idle_anim.glb",84,111,,,10,,,"TRUE",1
"CannonGirlSoccerAttack","clyde_attack_anim.glb",,6,,,,50,,,3
"CannonGirlSoccerAttackRecoil","clyde_attack_anim.glb",6,25,,,50,,100,,4
"CannonGirlSoccerIdle","clyde_idle_anim.glb",,58,,,100,100,,"TRUE",
"CannonGirlSoccerLose","clyde_lose_anim.glb",,113,,,,,,,
"CannonGirlSoccerLoseloop","clyde_lose_anim.glb",114,248,,,,,,"TRUE",
"CannonGirlSoccerProfile","clyde_soccer_portrait.glb",30,30,,,,,,"TRUE",
"CannonGirlSoccerPushback","carl_pirate_pushback.scw",,-1,,,50,200,100,,5
"CannonGirlSoccerReload","clyde_idle_anim.glb",1,15,,,1000,1000,100,,5
"CannonGirlSoccerWalk","clyde_run_anim.glb",,68,,,100,100,,"TRUE",1
"CannonGirlSoccerWin","clyde_soccer_win.glb",,198,,,,,,,
"CannonGirlSoccerWinloop","clyde_soccer_win.glb",134,200,,,,,,"TRUE",
"CannonGirlVillainAttack","clyde_villain_attack.glb",,6,,,,50,,,3
"CannonGirlVillainAttackRecoil","clyde_villain_attack.glb",6,25,,,50,,100,,4
"CannonGirlVillainIdle","clyde_villain_idle.glb",,58,,,100,100,,"TRUE",
"CannonGirlVillainLose","clyde_villain_lose.glb",,168,,,,,,,
"CannonGirlVillainLoseloop","clyde_villain_lose.glb",138,168,,,,,,"TRUE",
"CannonGirlVillainProfile","clyde_villain_portrait.glb",30,30,,,,,,"TRUE",
"CannonGirlVillainPushback","carl_pirate_pushback.scw",,-1,,,50,200,100,,5
"CannonGirlVillainReload","clyde_idle_anim.glb",1,15,,,1000,1000,100,,5
"CannonGirlVillainWalk","clyde_villain_run.glb",,68,,,100,100,,"TRUE",1
"CannonGirlVillainWin","clyde_villain_win.glb",,163,,,,,,,
"CannonGirlVillainWinloop","clyde_villain_win.glb",109,163,,,,,,"TRUE",
"CarlAttack","carl_attack.scw",1,5,,,100,100,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CarlAttackRecoil","carl_attack.scw",5,35,,,100,200,200,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CarlHogriderAttack","carl_hogrider_attack.scw",1,5,,,100,100,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CarlHogriderAttackRecoil","carl_hogrider_attack.scw",5,35,,,100,200,200,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CarlHogriderIdle","carl_hogrider_idle.scw",,-1,,,100,100,,"TRUE",
"CarlHogriderLose","carl_hogrider_lose.scw",,-1,,,100,1000,500,,
"CarlHogriderLoseloop","carl_hogrider_loseloop.scw",1,80,,,2000,100,500,"TRUE",
"CarlHogriderProfile","carl_hogrider_cam.scw",,-1,,,100,100,,"TRUE",
"CarlHogriderPushback","carl_hogrider_idle.scw",-1,-1,,,200,300,500,,5
"CarlHogriderReload","carl_hogrider_attack.scw",17,25,,,100,100,100,,5
"CarlHogriderSecondary","carl_hogrider_super.scw",1,59,,,200,200,200,"TRUE",5
"CarlHogriderSecondaryRecoil","carl_hogrider_super.scw",1,59,,,,,,"TRUE",5
"CarlHogriderWalk","carl_hogrider_walk.scw",,-1,,,100,100,,"TRUE",1
"CarlHogriderWin","carl_hogrider_win.scw",,-1,,,200,1000,500,,
"CarlHogriderWinloop","carl_hogrider_winloop.scw",1,29,,,2000,100,500,"TRUE",
"CarlHotrodAttack","carl_hotrod_attack.scw",1,5,,,100,100,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CarlHotrodAttackRecoil","carl_hotrod_attack.scw",5,35,,,100,200,200,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CarlHotrodGroupProfile","carl_hotrod_win.scw",120,120,,135,74,,,,
"CarlHotrodIdle","carl_hotrod_idle.scw",,-1,,,100,100,,"TRUE",
"CarlHotrodLose","carl_hotrod_lose.scw",,-1,,,100,100,500,,
"CarlHotrodLoseloop","carl_hotrod_loseloop.scw",1,80,,,100,100,500,"TRUE",
"CarlHotrodProfile","carl_hotrod_cam.scw",,-1,,,,,,"TRUE",
"CarlHotrodPushback","carl_hotrod_idle.scw",-1,-1,,,200,300,500,,5
"CarlHotrodReload","carl_hotrod_attack.scw",17,25,,,100,100,100,,5
"CarlHotrodSecondary","carl_hotrod_super.scw",1,59,,,200,200,200,"TRUE",5
"CarlHotrodSecondaryRecoil","carl_hotrod_super.scw",1,59,,,,,,"TRUE",5
"CarlHotrodWalk","carl_hotrod_walk.scw",,-1,,,100,100,,"TRUE",1
"CarlHotrodWin","carl_hotrod_win.scw",,-1,,,200,100,500,,
"CarlHotrodWinloop","carl_hotrod_winloop.scw",1,29,,,100,100,500,"TRUE",
"CarlIdle","carl_idle.scw",,-1,,,100,100,,"TRUE",
"CarlLose","carl_lose.scw",,-1,,,100,1000,500,,
"CarlLoseloop","carl_loseloop.scw",1,80,,,2000,100,500,"TRUE",
"CarlPirateAttack","carl_pirate_attack.scw",2,6,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"CarlPirateAttackRecoil","carl_pirate_attack.scw",7,-1,,,,,200,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CarlPirateIdle","carl_pirate_idle.scw",,111,,,200,200,,"TRUE",
"CarlPirateLose","carl_pirate_lose.scw",,113,,,,,,,
"CarlPirateLoseloop","carl_pirate_lose.scw",114,175,,,,,,"TRUE",
"CarlPirateProfile","carl_pirate_idle.scw",30,30,,,,,,"TRUE",
"CarlPiratePushback","carl_pirate_pushback.scw",,-1,,,50,200,100,,5
"CarlPirateReload","carl_pirate_reload.scw",1,15,,,100,100,100,,5
"CarlPirateSecondary","carl_pirate_super.scw",1,59,,,200,200,200,"TRUE",5
"CarlPirateSecondaryRecoil","carl_pirate_super.scw",1,59,,,,,,"TRUE",5
"CarlPirateWalk","carl_pirate_walk.scw",,62,,,200,200,,"TRUE",1
"CarlPirateWin","carl_pirate_win.scw",,100,,,,,,,
"CarlPirateWinloop","carl_pirate_win.scw",101,200,,,,,,"TRUE",
"CarlProfile","carl_base_cam.scw",1,10,,,,,,"TRUE",
"CarlPushback","carl_idle.scw",-1,-1,,,200,300,500,,5
"CarlReload","carl_attack.scw",17,25,,,100,100,100,,5
"CarlSecondary","carl_super.scw",1,59,,,200,200,200,"TRUE",5
"CarlSecondaryRecoil","carl_super.scw",1,59,,,,,,"TRUE",5
"CarlWalk","carl_walk.scw",,-1,,,100,100,,"TRUE",1
"CarlWin","carl_win.scw",,-1,,,200,1000,500,,
"CarlWinloop","carl_winloop.scw",1,29,,,2000,100,500,"TRUE",
"ClusterBombDudeCerberusIdle","tick_cerberus_idle.glb",,39,,,,,,"TRUE",
"ClusterBombDudeCerberusLose","tick_cerberus_lose.glb",1,143,,,,,,,
"ClusterBombDudeCerberusLoseloop","tick_cerberus_lose.glb",114,143,,,,,,"TRUE",
"ClusterBombDudeCerberusPrimary","tick_cerberus_attack.glb",,20,,,,,25,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ClusterBombDudeCerberusProfile","tick_cerberus_portrait.glb",16,16,,,,,,,
"ClusterBombDudeCerberusRecoil","tick_cerberus_attack.glb",,20,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ClusterBombDudeCerberusSecondary","tick_ult.scw",1,20,,,,,25,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ClusterBombDudeCerberusUltRecoil","tick_ult.scw",1,20,,,,,300,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ClusterBombDudeCerberusWalk","tick_cerberus_walk.glb",,21,,,,,,"TRUE",1
"ClusterBombDudeCerberusWin","tick_cerberus_win.glb",1,248,,,,,,,
"ClusterBombDudeCerberusWinloop","tick_cerberus_win.glb",217,248,,,,,,"TRUE",
"ClusterBombDudeShookyIdle","tick_shooky_idle.glb",1,47,,,,,,"TRUE",
"ClusterBombDudeShookyLose","tick_shooky_lose.glb",1,193,,,,,,,
"ClusterBombDudeShookyLoseloop","tick_shooky_lose.glb",142,193,,,,,,"TRUE",
"ClusterBombDudeShookyPrimary","tick_shooky_attack.glb",1,20,,,,,25,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ClusterBombDudeShookyProfile","tick_shooky_idle.glb",19,19,,,,,,,
"ClusterBombDudeShookyRecoil","tick_shooky_attack.glb",1,20,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ClusterBombDudeShookySecondary","tick_shooky_ult.glb",1,20,,,,,25,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ClusterBombDudeShookyUltRecoil","tick_shooky_ult.glb",1,20,,,,,300,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ClusterBombDudeShookyWalk","tick_shooky_walk.glb",1,21,,125,,,,"TRUE",1
"ClusterBombDudeShookyWin","tick_shooky_win.glb",1,188,,,,,,,
"ClusterBombDudeShookyWinloop","tick_shooky_win.glb",126,188,,,,,,"TRUE",
"ClusterBombPetShookyIdle","bombhead_shooky_idle.glb",1,12,,,,,,"TRUE",
"CocoonerCocoonDefaultIdle","charlie_cocoon_idle.glb",,13,-1,,100,100,,"TRUE",
"CocoonerDefaultIdle","charlie_idle.glb",,59,,120,100,100,,"TRUE",
"CocoonerDefaultIntro","charlie_idle.glb",250,250,,,,,,,
"CocoonerDefaultLose","charlie_lose.glb",1,79,,,,,,,5
"CocoonerDefaultLoseloop","charlie_lose.glb",79,79,,,,,,"TRUE",1
"CocoonerDefaultPrimary","charlie_attack.glb",7,23,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"CocoonerDefaultProfile","charlie_portrait.glb",,,,,,,,"TRUE",
"CocoonerDefaultRecoil","charlie_attack.glb",22,47,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CocoonerDefaultSecondary","charlie_super.glb",1,22,,,,,,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CocoonerDefaultWalk","charlie_walk.glb",1,19,,110,100,100,,"TRUE",1
"CocoonerDefaultWin","charlie_win.glb",1,148,,,,,,,5
"CocoonerDefaultWinloop","charlie_win.glb",116,148,,,,,,"TRUE",1
"CocoonerPetDefaultAttack","charlie_spider_walk.glb",15,-1,-1,,100,100,,,
"CocoonerPetDefaultIdle","charlie_spider_idle.glb",,-1,-1,,100,100,,"TRUE",
"CocoonerPetDefaultWalk","charlie_spider_walk.glb",,-1,-1,,100,100,,"TRUE",
"CocoonerRosieIdle","charlie_idle.glb",,59,,120,100,100,,"TRUE",
"CocoonerRosieIntro","charlie_idle.glb",250,250,,,,,,,
"CocoonerRosieLose","charlie_rosie_lose.glb",1,44,,,,,,,5
"CocoonerRosieLoseloop","charlie_rosie_lose.glb",,44,,,,,,"TRUE",1
"CocoonerRosiePrimary","charlie_attack.glb",7,23,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"CocoonerRosieProfile","charlie_portrait.glb",,,,,,,,"TRUE",
"CocoonerRosieRecoil","charlie_attack.glb",22,47,,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CocoonerRosieSecondary","charlie_super.glb",1,22,,,,,,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CocoonerRosieWalk","charlie_walk.glb",1,19,,,100,100,,"TRUE",1
"CocoonerRosieWin","charlie_rosie_win.glb",1,125,,,,,,,5
"CocoonerRosieWinloop","charlie_rosie_win.glb",88,125,,,,,,"TRUE",1
"ColetteAttack","colette_attack.scw",1,4,-1,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"ColetteIdle","colette_idle.scw",1,29,-1,,100,100,,"TRUE",
"ColetteLose","colette_lose.scw",1,86,,,,,,,
"ColetteLoseloop","colette_lose.scw",86,86,,,,,,"TRUE",
"ColettePortrait","colette_portrait.scw",1,1,,,,,,,
"ColettePushback",,,,,,,,,,
"ColetteRecoil","colette_attack.scw",3,20,-1,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ColetteReload",,,,,,,,,,
"ColetteSuper","colette_super.scw",,-1,,,50,50,50,"TRUE",5
"ColetteSuperRecoil",,,,,,,,,,
"ColetteTrixieAttack","colette_demon_attack.scw",1,4,-1,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"ColetteTrixieIdle","colette_demon_idle.scw",1,29,-1,,100,100,,"TRUE",
"ColetteTrixieLose","colette_demon_lose.scw",1,100,,,,,,,
"ColetteTrixieLoseloop","colette_demon_lose.scw",101,160,,,,,,"TRUE",
"ColetteTrixiePortrait","colette_demon_portrait.scw",130,130,,,,,,"TRUE",
"ColetteTrixiePushback",,,,,,,,,,
"ColetteTrixieRecoil","colette_demon_attack.scw",3,20,-1,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ColetteTrixieReload",,,,,,,,,,
"ColetteTrixieSuper","colette_demon_super.scw",,-1,,,50,50,50,"TRUE",5
"ColetteTrixieSuperRecoil",,,,,,,,,,
"ColetteTrixieWalk","colette_demon_walk.scw",1,-1,-1,,100,100,,"TRUE",1
"ColetteTrixieWin","colette_demon_win.scw",,138,,,,,,,
"ColetteTrixieWinloop","colette_demon_win.scw",139,168,,,,,,"TRUE",
"ColetteWalk","colette_walk.scw",1,-1,-1,,100,100,,"TRUE",1
"ColetteWin","colette_win.scw",1,175,,,,1000,1000,,
"ColetteWinloop","colette_idle.scw",,,,,,,,,
"ColtPlayerIdle","colt_player_idle.scw",,-1,,,100,100,,"TRUE",
"ColtPlayerlose","colt_player_lose.scw",,120,-1,,,,,,
"ColtPlayerLoseloop","colt_player_lose.scw",121,220,-1,,,,,"TRUE",
"ColtPlayerWalk","colt_player_run.scw",,-1,,125,100,100,,"TRUE",1
"ColtPlayerWin","colt_player_win.scw",,110,-1,,,,,,
"ColtPlayerWinloop","colt_player_win.scw",111,200,-1,,,,,"TRUE",
"ConductorDefaultAttack","chuck_attack.glb",3,5,,,,,,,3
"ConductorDefaultIdle","chuck_idle.glb",,28,-1,,100,100,,"TRUE",
"ConductorDefaultLose","chuck_lose.glb",,199,-1,,,,,,
"ConductorDefaultLoseloop","chuck_lose.glb",120,199,-1,,,,,"TRUE",
"ConductorDefaultPortrait","chuck_portrait.glb",,-1,-1,,,,,,
"ConductorDefaultRecoil","chuck_attack.glb",5,25,,,,,100,,4
"ConductorDefaultSuper","chuck_super.glb",10,13,,,,100,50,"TRUE",3
"ConductorDefaultWalk","chuck_walk.glb",,-1,-1,,100,100,,"TRUE",1
"ConductorDefaultWin","chuck_win.glb",,158,-1,,,,,,
"ConductorDefaultWinloop","chuck_win.glb",120,158,-1,,,,,"TRUE",
"ControllerAresAttack","nani_ares_attack.glb",,5,,150,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"ControllerAresIdle","nani_ares_idle.glb",,-1,,,100,100,,"TRUE",
"ControllerAresLose","nani_ares_lose.glb",,125,,,,,,,1
"ControllerAresLoseloop","nani_ares_lose.glb",88,125,,,,,,"TRUE",1
"ControllerAresPortrait","nani_ares_portrait.glb",,,,,,,,,
"ControllerAresPushback","nani_pushback.scw",,-1,,,50,,100,,5
"ControllerAresRecoil","nani_ares_attack.glb",,23,,150,,,200,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ControllerAresReload","nani_ares_idle.glb",,10,,,200,200,100,,
"ControllerAresSecondary","nani_ares_super.glb",,-1,,,100,100,,"TRUE","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"ControllerAresWalk","nani_ares_walk.glb",1,27,,,100,100,,"TRUE",1
"ControllerAresWin","nani_ares_win.glb",,156,,,,,,,1
"ControllerAresWinloop","nani_ares_win.glb",124,156,,,,,,"TRUE",1
"ControllerEasterAttack","nani_easter_attack.glb",,5,,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"ControllerEasterIdle","nani_easter_idle.glb",1,45,,,100,100,,"TRUE",
"ControllerEasterLose","nani_easter_lose.glb",,-1,,,,,,,1
"ControllerEasterLoseloop","nani_easter_lose.glb",113,173,,,,,,"TRUE",1
"ControllerEasterPortrait","nani_easter_portrait.glb",,-1,,,,,,,
"ControllerEasterPushback","nani_easter_pushback.glb",,-1,,,50,,100,,5
"ControllerEasterRecoil","nani_easter_attack.glb",,23,,,,,200,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ControllerEasterReload","nani_easter_idle.glb",,10,,,200,200,100,,
"ControllerEasterSecondary","nani_super.scw",,-1,,,100,100,,"TRUE","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"ControllerEasterWalk","nani_easter_walk.glb",1,27,,,100,100,,"TRUE",1
"ControllerEasterWin","nani_easter_win.glb",,209,,,,,,,1
"ControllerEasterWinloop","nani_easter_win.glb",168,209,,,,,,"TRUE",1
"CookerDeepseaAttack","pearl_deepsea_attack.glb",5,20,-1,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"CookerDeepseaIdle","pearl_deepsea_idle.glb",,-1,-1,,100,100,,"TRUE",
"CookerDeepseaLose","pearl_deepsea_lose.glb",,187,-1,,,,,,
"CookerDeepseaLoseloop","pearl_deepsea_lose.glb",187,187,-1,,,,,"TRUE",
"CookerDeepseaPortrait","pearl_deepsea_portrait.glb",,,-1,,,,,,
"CookerDeepseaPushback","pearl_deepsea_idle.glb",,10,-1,,30,100,100,,5
"CookerDeepseaRecoil","pearl_deepsea_attack.glb",14,35,-1,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CookerDeepseaSuper","pearl_deepsea_super.glb",,20,-1,,,,,"TRUE","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"CookerDeepseaSuperRecoil","pearl_deepsea_super.glb",6,20,-1,,,,50,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CookerDeepseaWalk","pearl_deepsea_walk.glb",,-1,-1,,100,100,,"TRUE",
"CookerDeepseaWin","pearl_deepsea_win.glb",,167,-1,,,,,,
"CookerDeepseaWinloop","pearl_deepsea_win.glb",108,167,-1,,,,,"TRUE",
"CookerDefaultAttack","pearl_attack.glb",5,20,-1,,,,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"CookerDefaultIdle","pearl_idle.glb",,-1,-1,,100,100,,"TRUE",
"CookerDefaultLose","pearl_lose.glb",,208,-1,,,,,,
"CookerDefaultLoseloop","pearl_lose.glb",169,208,-1,,,,,"TRUE",
"CookerDefaultPortrait","pearl_portrait.glb",,,-1,,,,,,
"CookerDefaultPushback","pearl_idle.glb",,10,-1,,30,100,100,,5
"CookerDefaultRecoil","pearl_attack.glb",14,35,-1,,,,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CookerDefaultSuper","pearl_super.glb",,20,-1,,,,,"TRUE","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"CookerDefaultSuperRecoil","pearl_super.glb",6,20,-1,,,,50,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CookerDefaultWalk","pearl_walk.glb",,-1,-1,,100,100,,"TRUE",
"CookerDefaultWin","pearl_win.glb",,198,-1,,,,,,
"CookerDefaultWinloop","pearl_win.glb",168,198,-1,,,,,"TRUE",
"CrossBomberEasterAttack","grom_easter_attack.glb",,5,,,,100,50,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"CrossBomberEasterIdle","grom_easter_idle.glb",1,33,,,200,200,,"TRUE",
"CrossBomberEasterLose","grom_easter_lose.glb",1,142,,,,300,300,,5
"CrossBomberEasterLoseloop","grom_easter_lose.glb",143,190,,,100,100,,"TRUE",1
"CrossBomberEasterProfile","grom_easter_portrait_cam.glb",1,1,,,,,,"TRUE",5
"CrossBomberEasterPushback","grom_easter_idle.glb",,10,,,50,100,50,,5
"CrossBomberEasterRecoil","grom_easter_attack.glb",5,20,,,,,50,,"hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0"
"CrossBomberEasterSecondary","grom_easter_attack.glb",3,20,,,100,100,50,,5
"CrossBomberEasterWalk","grom_easter_walk.glb",1,26,,120,150,150,,"TRUE",1
"CrossBomberEasterWin","grom_easter_win.glb",1,120,,,,200,,,5
"CrossBomberEasterWinloop","grom_easter_win.glb",121,173,,,100,100,,"TRUE",1
"CrossBomberFrankenAttack","grom_franken_attack.glb",,5,,,,100,50,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"CrossBomberFrankenIdle","grom_franken_idle.glb",1,33,,,200,200,,"TRUE",
"CrossBomberFrankenLose","grom_franken_lose.glb",1,148,,,,300,300,,5
"CrossBomberFrankenLoseloop","grom_franken_lose.glb",118,148,,,100,100,,"TRUE",1
"CrossBomberFrankenProfile","grom_franken_idle.glb",1,1,,,,,,"TRUE",5
"CrossBomberFrankenPushback","grom_franken_idle.glb",,10,,,50,100,50,,5
"CrossBomberFrankenRecoil","grom_franken_attack.glb",5,20,,,,,50,,"hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0"
"CrossBomberFrankenSecondary","grom_franken_attack.glb",3,20,,,100,100,50,,5
"CrossBomberFrankenWalk","grom_franken_walk.glb",1,26,,120,150,150,,"TRUE",1
"CrossBomberFrankenWin","grom_franken_win.glb",1,248,,,,200,,,5
"CrossBomberFrankenWinloop","grom_franken_win.glb",205,248,,,100,100,,"TRUE",1
"CrossBomberHinduAttack","grom_hindu_attack.glb",,5,,,,100,50,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"CrossBomberHinduIdle","grom_hindu_idle.glb",1,33,,,200,200,,"TRUE",
"CrossBomberHinduLose","grom_hindu_lose.glb",1,299,,,,300,300,,5
"CrossBomberHinduLoseloop","grom_hindu_lose.glb",221,299,,,100,100,,"TRUE",1
"CrossBomberHinduProfile","grom_hindu_idle.glb",1,1,,,,,,"TRUE",5
"CrossBomberHinduPushback","grom_hindu_idle.glb",,10,,,50,100,50,,5
"CrossBomberHinduRecoil","grom_hindu_attack.glb",5,20,,,,,50,,"hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0"
"CrossBomberHinduSecondary","grom_hindu_attack.glb",3,20,,,100,100,50,"TRUE",5
"CrossBomberHinduWalk","grom_hindu_walk.glb",1,26,,120,150,150,,"TRUE",1
"CrossBomberHinduWin","grom_hindu_win.glb",1,170,,,,200,,,5
"CrossBomberHinduWinloop","grom_hindu_win.glb",106,170,,,100,100,,"TRUE",1
"CrowIdle","crow_idle.glb",1,29,,,100,100,,"TRUE",1
"CrowLose","crow_lose.glb",,-1,,,,,,,
"CrowLoseloop","crow_lose.glb",48,-1,,,,,,"TRUE",
"CrowMechaIdle","crow_mecha_idle.scw",1,34,,,100,100,,"TRUE",
"CrowMechaLose","crow_mecha_lose.scw",1,45,,,,,,,
"CrowMechaLoseloop","crow_mecha_lose.scw",45,45,,,,,,"TRUE",
"CrowMechaPrimary","crow_mecha_attack.scw",1,3,,,100,100,100,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CrowMechaProfile","crow_mecha_win.scw",21,21,,,,,,,
"CrowMechaPushback","crow_mecha_pushback.scw",,-1,,,200,100,200,,5
"CrowMechaRecoil","crow_mecha_attack.scw",4,20,,,50,50,200,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CrowMechaReload","crow_mecha_idle.scw",1,3,,,200,200,200,,"hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"CrowMechaSecondary","crow_mecha_ult.scw",5,-1,,,50,50,200,,5
"CrowMechaWalk","crow_mecha_run.scw",1,24,,,100,100,,"TRUE",1
"CrowMechaWin","crow_mecha_win.scw",1,143,,,,,,,
"CrowMechaWinloop","crow_mecha_win.scw",144,202,,,,,,"TRUE",
"CrowPheonixIdle","crow_phoenix_idle.glb",,-1,,,100,100,,"TRUE",
"CrowPheonixLose","crow_phoenix_lose.glb",1,168,,,,,200,,
"CrowPheonixLoseloop","crow_phoenix_lose.glb",126,168,,,,,,"TRUE",
"CrowPheonixPrimary","crow_phoenix_attack.glb",1,19,,150,66,200,,,"hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"CrowPheonixProfile","crow_phoenix_portrait.glb",,,,,,,,,
